,date,home_team,away_team,home_shots,away_shots,odds_h,odds_d,odds_a,league,season,prob_h,prob_d,prob_a,home_adj_shots,home_adj_shots_conc,away_adj_shots,away_adj_shots_conc
5450,2023-02-05,Mallorca,Real Madrid,4.0,20.0,5.4,3.75,1.8,la_liga,2223,0.18382352941176466,0.2647058823529411,0.551470588235294,7.817138597252767,11.8,17.550232177926283,12.2
5451,2023-02-05,Girona,Valencia,20.0,8.0,2.28,3.46,3.57,la_liga,2223,0.4352339274011121,0.28680154753599296,0.2779645250628951,11.860121629945114,12.2,9.649783935247092,13.2
5452,2023-02-05,Sociedad,Valladolid,15.0,7.0,1.48,4.7,8.9,la_liga,2223,0.6751347687142903,0.21259562929726591,0.1122696019884438,10.742803250316987,11.4,11.67441440691918,15.6
5453,2023-02-05,Barcelona,Sevilla,16.0,3.0,1.36,5.6,11.25,la_liga,2223,0.7332743610037711,0.17808091624377298,0.08864472275245588,12.916478513601334,8.8,12.167411745949792,11.4
5454,2023-02-06,Vallecano,Almeria,15.0,14.0,1.8,4.0,5.25,la_liga,2223,0.5577689243027889,0.250996015936255,0.19123505976095617,13.0703620873586,12.6,14.905652937700433,11.0
5455,2023-02-10,Cadiz,Girona,12.0,7.0,3.2,3.32,2.56,la_liga,2223,0.31115276476101217,0.2999062792877226,0.38894095595126527,11.492395221403488,13.2,11.805941270477039,11.4
5456,2023-02-11,Almeria,Betis,16.0,12.0,3.04,3.5,2.55,la_liga,2223,0.32671962514185304,0.2837793315517809,0.38950104330636603,15.141428026597179,11.6,15.26468677196487,10.2
5457,2023-02-11,Sevilla,Mallorca,15.0,6.0,2.03,3.25,4.9,la_liga,2223,0.4904602781071467,0.3063490352484639,0.2031906866443893,11.374000522363744,11.2,7.496616152718097,13.0
5458,2023-02-11,Valencia,Ath Bilbao,18.0,11.0,3.13,3.36,2.55,la_liga,2223,0.31655601245829684,0.2948869997007349,0.38855698784096837,9.073668719278984,14.4,14.022219329344631,9.6
5459,2023-02-12,Getafe,Vallecano,13.0,19.0,3.0,2.9,3.04,la_liga,2223,0.33098062772188014,0.34239375281573814,0.3266256194623818,8.812899816516165,10.8,13.4287665606618,12.2
5460,2023-02-12,Celta,Ath Madrid,14.0,10.0,3.78,3.3,2.28,la_liga,2223,0.2629261542332369,0.30116995848534406,0.43590388728141904,12.92993812703391,8.8,18.807055050601925,10.8
5461,2023-02-12,Valladolid,Osasuna,18.0,15.0,2.87,3.15,2.87,la_liga,2223,0.34351145038167935,0.3129770992366412,0.34351145038167935,10.52227533354366,14.8,10.378674447993252,11.6
5462,2023-02-12,Villarreal,Barcelona,11.0,7.0,4.55,4.1,1.86,la_liga,2223,0.21949113516002766,0.24358162560442095,0.5369272392355515,12.603117179662837,14.2,12.781360580096086,8.6
5463,2023-02-13,Espanol,Sociedad,10.0,11.0,3.66,3.2,2.36,la_liga,2223,0.27066548154944514,0.3095736445221779,0.41976087392837685,9.068491589686824,12.6,10.547180346466028,10.6
5464,2023-02-15,Real Madrid,Elche,26.0,7.0,1.23,7.6,17.0,la_liga,2223,0.8102447039345784,0.13113170866309623,0.05862358740232538,19.042766876903123,10.2,12.096535740662002,14.8
5465,2023-02-17,Girona,Almeria,14.0,16.0,1.88,3.8,4.61,la_liga,2223,0.52561148316171,0.2600393653536881,0.21434915148460193,11.303113675583027,11.4,17.437151638638735,12.2
5466,2023-02-18,Sociedad,Celta,9.0,18.0,1.84,3.55,5.4,la_liga,2223,0.5379089735675403,0.27880352432796457,0.1832875021044952,11.126547032441644,11.4,13.237628151703907,8.2
5467,2023-02-18,Betis,Valladolid,16.0,17.0,1.66,4.0,6.5,la_liga,2223,0.5986645176145522,0.24844577481003913,0.1528897075754087,14.733543108192208,10.4,11.833051714769462,15.2
5468,2023-02-18,Mallorca,Villarreal,13.0,8.0,3.53,3.08,2.55,la_liga,2223,0.2832526083836136,0.3246369180500506,0.3921104735663357,7.394978336235863,14.2,11.844062001882712,13.0
5469,2023-02-18,Osasuna,Real Madrid,11.0,11.0,4.75,3.75,1.86,la_liga,2223,0.20745036805710462,0.26277046620566585,0.5297791657372296,12.062825362458375,11.8,20.460933947410116,8.2
5470,2023-02-19,Elche,Espanol,19.0,11.0,3.0,3.25,2.7,la_liga,2223,0.32957746478873245,0.30422535211267615,0.3661971830985916,11.172059346763344,17.2,8.90488575458645,12.4
5471,2023-02-19,Vallecano,Sevilla,18.0,7.0,2.59,3.23,3.15,la_liga,2223,0.3810859704779634,0.30557667601793354,0.3133373535041032,15.664361413592975,12.0,11.738362007924291,10.2
5472,2023-02-19,Ath Madrid,Ath Bilbao,17.0,8.0,2.11,3.42,4.2,la_liga,2223,0.47184500463172835,0.2911090525651891,0.23704594280308255,14.655893352404453,11.6,11.889818421718228,12.6
5473,2023-02-19,Barcelona,Cadiz,16.0,14.0,1.22,7.6,17.0,la_liga,2223,0.8114966208577243,0.13026656282189783,0.05823681632037786,11.284926684469056,6.8,11.93954358741656,12.4
5474,2023-02-20,Getafe,Valencia,15.0,8.0,2.96,3.0,3.0,la_liga,2223,0.336322869955157,0.33183856502242154,0.33183856502242154,9.087529907335135,12.4,11.938009460486063,15.4
5475,2023-02-24,Elche,Betis,4.0,21.0,3.85,3.5,2.15,la_liga,2223,0.2570233114166169,0.28272564255827853,0.46025104602510464,12.414699287719785,16.2,14.843305956128878,12.2
5476,2023-02-25,Espanol,Mallorca,9.0,15.0,2.65,3.0,3.35,la_liga,2223,0.37391870523672216,0.3302948562924379,0.2957864384708399,7.827449592836442,14.2,7.8768653456084765,12.8
5477,2023-02-25,Cadiz,Vallecano,5.0,11.0,3.1,3.05,2.77,la_liga,2223,0.31892565259243877,0.3241539419792001,0.3569204054283611,15.203331211581377,13.2,17.240502585909944,11.6
5478,2023-02-25,Real Madrid,Ath Madrid,18.0,7.0,1.87,3.75,5.0,la_liga,2223,0.533997864008544,0.2662869348522606,0.1997152011391955,20.263182536902796,6.8,15.193462934444053,10.4
5479,2023-02-25,Valencia,Sociedad,8.0,11.0,3.25,3.27,2.55,la_liga,2223,0.30596070229511807,0.3040893830150256,0.3899499146898564,11.349010552296923,15.6,10.739813735901338,13.8
5480,2023-02-26,Ath Bilbao,Girona,17.0,8.0,1.72,3.9,5.63,la_liga,2223,0.572563274800123,0.25251508529646455,0.17492163990341236,11.955352091661345,13.8,10.671639943603685,12.6
5481,2023-02-26,Celta,Valladolid,18.0,6.0,1.72,3.9,5.9,la_liga,2223,0.5771835649425575,0.25455275171825614,0.16826368333918626,13.791075831192217,9.4,14.80141295048448,15.8
5482,2023-02-26,Almeria,Barcelona,7.0,14.0,7.5,5.1,1.46,la_liga,2223,0.1314479398368817,0.1933057938777672,0.6752462662853511,17.37354271340028,12.6,12.439053550424074,8.2
5483,2023-02-26,Sevilla,Osasuna,22.0,11.0,1.92,3.6,4.74,la_liga,2223,0.5158902916848063,0.2751414888985633,0.20896821941663032,11.319763058129947,10.0,11.905784862249693,12.8
5484,2023-02-27,Villarreal,Getafe,11.0,8.0,1.7,3.8,6.1,la_liga,2223,0.5793551612096975,0.2591852036990752,0.1614596350912272,12.539852729602824,11.4,9.948515984719004,12.0
5485,2023-03-03,Sociedad,Cadiz,15.0,6.0,1.56,4.1,8.0,la_liga,2223,0.6347240498490595,0.24150476043037392,0.12377118972056661,10.216004760903934,12.6,15.025367809020684,12.0
5486,2023-03-04,Getafe,Girona,10.0,9.0,2.88,3.05,3.0,la_liga,2223,0.344321517272522,0.3251298261458569,0.33054865658162114,9.74564059354492,12.6,10.659537987489296,12.2
5487,2023-03-04,Almeria,Villarreal,6.0,16.0,3.62,3.75,2.18,la_liga,2223,0.2757948288891288,0.26623394148763896,0.45797122962323217,14.99752362557254,12.2,10.662848072079152,11.4
5488,2023-03-04,Mallorca,Elche,14.0,15.0,1.73,3.5,6.5,la_liga,2223,0.5680399500624219,0.28077403245942567,0.1511860174781523,8.77073427519428,12.6,10.307452760231058,18.8
5489,2023-03-04,Ath Madrid,Sevilla,18.0,8.0,1.73,3.77,5.8,la_liga,2223,0.5690995546833724,0.26115178504038045,0.16974866027624727,15.287049433779618,12.6,12.593467637511065,11.4
5490,2023-03-05,Valladolid,Espanol,15.0,12.0,2.63,3.3,3.1,la_liga,2223,0.37802084103170497,0.3012711551252679,0.3207080038430271,14.415346321667448,15.8,8.203596364901307,14.6
5491,2023-03-05,Barcelona,Valencia,13.0,13.0,1.56,4.5,6.6,la_liga,2223,0.6316998468606432,0.21898928024502298,0.14931087289433387,13.62855664487303,8.0,10.055137128774522,15.2
5492,2023-03-05,Vallecano,Ath Bilbao,18.0,16.0,3.21,3.28,2.6,la_liga,2223,0.3112090735253332,0.30456741646839014,0.38422351000627675,16.00417562634816,10.2,11.814538502553816,13.4
5493,2023-03-05,Betis,Real Madrid,8.0,15.0,4.85,4.05,1.82,la_liga,2223,0.20566119334272684,0.24628562659561112,0.548053180061662,13.829037721830986,11.8,18.932953986330517,6.6
5494,2023-03-06,Osasuna,Celta,10.0,6.0,2.88,3.28,2.88,la_liga,2223,0.3474576271186441,0.3050847457627119,0.3474576271186441,13.602001470129423,14.6,14.150277362026369,9.0
5495,2023-03-10,Cadiz,Getafe,11.0,16.0,2.6,2.93,3.52,la_liga,2223,0.3808060966784327,0.3379166728204522,0.2812772305011151,14.721337616321984,13.2,10.663296807795684,11.8
5496,2023-03-11,Real Madrid,Espanol,22.0,10.0,1.29,6.5,13.0,la_liga,2223,0.7705986959098993,0.15293420272673386,0.07646710136336693,18.271794766379475,7.4,8.762386981892917,13.8
5497,2023-03-11,Elche,Valladolid,24.0,5.0,2.74,3.46,2.85,la_liga,2223,0.36319906889032944,0.28762007189581007,0.34918085921386055,12.151098469835258,17.2,13.774118689228718,15.2
5498,2023-03-11,Celta,Vallecano,15.0,12.0,2.15,3.3,4.14,la_liga,2223,0.4606514262593566,0.3001213837750354,0.23922718996560793,13.200596911717474,10.0,16.792405445367155,11.0
5499,2023-03-11,Valencia,Osasuna,8.0,7.0,2.17,3.38,4.1,la_liga,2223,0.46055780070190366,0.2956835584387962,0.24375864085930027,13.472077233798581,14.0,12.559037484336436,13.2
5500,2023-03-12,Mallorca,Sociedad,8.0,8.0,3.68,3.06,2.5,la_liga,2223,0.27213739914908147,0.32727634930347055,0.4005862515474479,8.6961580834285,13.4,11.38860392086072,9.8
5501,2023-03-12,Sevilla,Almeria,27.0,13.0,1.78,3.98,5.3,la_liga,2223,0.560825685146388,0.25082153757803277,0.18835277727557934,11.21981527125309,13.8,12.731543530741273,14.2
5502,2023-03-12,Villarreal,Betis,15.0,6.0,2.03,3.76,4.1,la_liga,2223,0.49139673209697887,0.2653019590842731,0.24330130881874806,12.118716467169364,10.4,15.441003718755109,12.2
5503,2023-03-12,Ath Bilbao,Barcelona,15.0,10.0,3.68,3.52,2.24,la_liga,2223,0.2711267605633803,0.2834507042253522,0.4454225352112676,14.062440788871063,15.2,12.20556865801791,9.6
5504,2023-03-13,Girona,Ath Madrid,6.0,14.0,3.8,3.54,2.16,la_liga,2223,0.26091229219556134,0.2800753419048399,0.45901236589959865,11.13557110646822,12.6,15.542965935150017,11.4
5505,2023-03-17,Valladolid,Ath Bilbao,15.0,15.0,4.46,3.82,1.91,la_liga,2223,0.22209302325581395,0.2593023255813953,0.5186046511627906,12.880860627073677,17.0,14.695329650879032,14.2
5506,2023-03-18,Almeria,Cadiz,17.0,10.0,2.14,3.5,3.89,la_liga,2223,0.4626294614945497,0.2828648707423818,0.25450566776306843,12.310362671675737,16.6,11.922220691399284,13.0
5507,2023-03-18,Vallecano,Girona,15.0,12.0,2.13,3.54,3.83,la_liga,2223,0.4634283897827135,0.2788425057167174,0.2577291045005691,17.125652745756515,11.2,8.703289442150515,13.8
5508,2023-03-18,Espanol,Celta,11.0,8.0,2.97,3.34,2.66,la_liga,2223,0.33269423765372,0.29583888797351754,0.3714668743727626,10.991042431961898,16.4,13.739119715872885,9.4
5509,2023-03-18,Ath Madrid,Valencia,14.0,9.0,1.62,4.2,7.1,la_liga,2223,0.6196234883430993,0.23899763121805262,0.14137888043884805,15.739718398418907,10.8,12.78047791446258,11.4
5510,2023-03-19,Betis,Mallorca,10.0,5.0,1.89,3.5,5.3,la_liga,2223,0.527258257063271,0.2847194588141663,0.1880222841225627,12.678728732397854,13.4,9.819086341782569,11.0
5511,2023-03-19,Osasuna,Villarreal,10.0,12.0,3.23,3.26,2.53,la_liga,2223,0.3060464943690978,0.30323011558656005,0.39072339004434226,12.33637851231379,13.0,12.398315637308873,8.0
5512,2023-03-19,Sociedad,Elche,17.0,4.0,1.44,4.9,9.5,la_liga,2223,0.6918229646583243,0.2033112385934667,0.10486579674820914,11.032615442539376,10.0,12.741319814349229,15.4
5513,2023-03-19,Getafe,Sevilla,15.0,11.0,3.11,3.15,2.69,la_liga,2223,0.31812328473976853,0.3140836239811683,0.3677930912790633,11.335088771065825,11.6,14.34110234054208,13.2
5514,2023-03-19,Barcelona,Real Madrid,17.0,11.0,2.25,3.78,3.44,la_liga,2223,0.44458120499723053,0.2646316696412087,0.2907871253615607,10.98396423283043,12.0,17.475413586278556,8.6
5515,2023-03-31,Mallorca,Osasuna,10.0,11.0,2.3,2.95,4.3,la_liga,2223,0.432050408719346,0.3368528610354223,0.23109673024523159,9.376585039719416,10.0,12.198699820006459,11.8
5516,2023-04-01,Girona,Espanol,14.0,5.0,2.0,3.6,4.4,la_liga,2223,0.4974874371859297,0.2763819095477387,0.22613065326633167,10.08038555967246,14.4,11.518233900666626,15.8
5517,2023-04-01,Ath Bilbao,Getafe,17.0,9.0,1.64,3.8,6.9,la_liga,2223,0.5990678121001645,0.258545055748492,0.14238713215134347,14.956632037026207,13.6,11.55163256018993,10.0
5518,2023-04-01,Cadiz,Sevilla,14.0,11.0,3.56,3.26,2.41,la_liga,2223,0.2801745964952322,0.30595753482301424,0.4138678686817537,11.396838110616635,15.0,14.47232276237357,15.0
5519,2023-04-01,Elche,Barcelona,15.0,12.0,11.0,5.5,1.37,la_liga,2223,0.09066843150231635,0.1813368630046327,0.727994705493051,12.057952003535972,13.6,13.896753266593027,12.0
5520,2023-04-02,Celta,Almeria,21.0,8.0,1.61,4.4,6.75,la_liga,2223,0.6232752379253539,0.22806207569541356,0.14866268637923255,12.372453988058803,9.6,11.789098104217825,16.2
5521,2023-04-02,Real Madrid,Valladolid,30.0,12.0,1.23,7.8,15.0,la_liga,2223,0.8066517746339043,0.1272027798461157,0.06614544551998014,16.015967571712817,10.6,11.765780126765017,17.0
5522,2023-04-02,Villarreal,Sociedad,16.0,16.0,2.46,3.4,3.25,la_liga,2223,0.40315224926119153,0.291692509759568,0.3051552409792404,12.282990860569331,8.6,11.058139614971354,8.8
5523,2023-04-02,Ath Madrid,Betis,13.0,6.0,1.63,4.33,7.2,la_liga,2223,0.6238955851422556,0.23486138655470593,0.14124302830303842,15.222824432107675,9.8,11.725685909653773,11.2
5524,2023-04-03,Valencia,Vallecano,18.0,7.0,2.17,3.38,3.94,la_liga,2223,0.45604350446550873,0.2927853268314065,0.25117116870308476,11.015694685529862,12.0,14.894489907107815,11.0
5525,2023-04-07,Sevilla,Celta,7.0,9.0,2.25,3.45,3.6,la_liga,2223,0.4391408114558472,0.2863961813842482,0.2744630071599045,14.77660372908662,14.2,11.116106759084914,9.4
5526,2023-04-08,Osasuna,Elche,22.0,7.0,1.81,3.65,5.5,la_liga,2223,0.5479508140788558,0.27172355437882983,0.18032563154231437,12.46259746666764,11.6,11.35809179206134,13.8
5527,2023-04-08,Espanol,Ath Bilbao,9.0,12.0,3.6,3.37,2.32,la_liga,2223,0.27624512408841656,0.29509864887783366,0.4286562270337498,10.8512327484551,14.8,16.714628175733004,12.0
5528,2023-04-08,Sociedad,Getafe,11.0,6.0,1.72,3.6,6.5,la_liga,2223,0.5739232806828216,0.2742077896595703,0.15186892965760818,13.827956325612552,8.4,11.312999243895367,11.8
5529,2023-04-08,Real Madrid,Villarreal,18.0,17.0,1.58,4.8,6.2,la_liga,2223,0.6313109885447602,0.20780653372931693,0.16088247772592276,17.493304335933413,10.8,14.632402875099519,9.2
5530,2023-04-09,Valladolid,Mallorca,10.0,14.0,2.69,3.05,3.4,la_liga,2223,0.3740913764181743,0.3299363287097996,0.2959722948720261,10.538275109105232,19.8,8.982590138632855,10.6
5531,2023-04-09,Betis,Cadiz,9.0,15.0,1.71,3.9,6.0,la_liga,2223,0.5802276277616603,0.25440749832626647,0.1653648739120732,11.29867946932523,10.4,7.856724599371215,14.0
5532,2023-04-09,Almeria,Valencia,10.0,11.0,3.15,3.47,2.5,la_liga,2223,0.315678390131184,0.28656683830352436,0.3977547715652918,10.468026706697312,17.6,12.76844325678012,10.4
5533,2023-04-09,Vallecano,Ath Madrid,15.0,14.0,4.75,3.6,1.92,la_liga,2223,0.20862006519377035,0.2752625860195581,0.5161173487866715,12.72091090715935,13.2,14.719450605559885,9.4
5534,2023-04-10,Barcelona,Girona,18.0,5.0,1.32,6.0,11.0,la_liga,2223,0.746268656716418,0.16417910447761194,0.08955223880597016,13.482576167932265,12.2,9.527905127163788,12.2
5535,2023-04-14,Vallecano,Osasuna,12.0,8.0,2.26,3.22,4.0,la_liga,2223,0.4411381913334156,0.30961873056320466,0.24924307810337978,13.882391363720018,15.0,13.013107930020189,8.6
5536,2023-04-15,Villarreal,Valladolid,22.0,14.0,1.46,5.1,8.0,la_liga,2223,0.6808397022995026,0.19490705203083805,0.12425324566965924,16.916369615267207,11.2,10.515455178794424,19.0
5537,2023-04-15,Ath Bilbao,Sociedad,13.0,13.0,2.38,3.27,3.68,la_liga,2223,0.4211292546527336,0.30650997739250946,0.27236076795475705,15.966487667157029,12.2,13.812153461878832,8.0
5538,2023-04-15,Betis,Espanol,15.0,13.0,1.9,3.65,4.8,la_liga,2223,0.5218168279970216,0.27163067758749065,0.20655249441548773,9.183836347194832,12.6,10.927983744745912,14.2
5539,2023-04-15,Cadiz,Real Madrid,12.0,35.0,6.0,4.5,1.61,la_liga,2223,0.16501537410317735,0.22002049880423646,0.6149641270925863,11.028824553261819,13.6,17.97688639687707,12.8
5540,2023-04-16,Girona,Elche,14.0,13.0,1.57,4.5,6.65,la_liga,2223,0.630923140173517,0.22012207334942704,0.1489547864770559,9.165040037181345,12.4,12.688336708490633,14.0
5541,2023-04-16,Getafe,Barcelona,5.0,15.0,6.5,4.0,1.66,la_liga,2223,0.1528897075754087,0.24844577481003913,0.5986645176145522,11.48969652293703,11.8,13.764037175147399,11.8
5542,2023-04-16,Ath Madrid,Almeria,19.0,2.0,1.26,7.0,15.0,la_liga,2223,0.7911392405063291,0.14240506329113922,0.06645569620253164,14.558617610139581,8.8,10.804317613351461,17.0
5543,2023-04-16,Valencia,Sevilla,13.0,6.0,2.25,3.4,3.8,la_liga,2223,0.44368131868131866,0.2936126373626374,0.26270604395604397,13.376611971336047,10.2,12.273542848881323,13.8
5544,2023-04-17,Celta,Mallorca,12.0,8.0,1.87,3.45,5.6,la_liga,2223,0.5330611006111441,0.28893456757763464,0.17800433181122136,10.403502791824415,9.6,8.076599955241184,10.8
5545,2023-04-21,Espanol,Cadiz,14.0,11.0,2.13,3.5,4.0,la_liga,2223,0.4670558798999166,0.2842368640533778,0.2487072560467056,11.675366810483581,14.2,11.554148304591381,17.6
5546,2023-04-22,Osasuna,Betis,10.0,21.0,2.75,3.21,2.96,la_liga,2223,0.358969515397199,0.30752840104121404,0.3335020835615869,12.272387752885768,9.8,9.096668981682177,12.2
5547,2023-04-22,Almeria,Ath Bilbao,12.0,14.0,4.3,3.85,1.92,la_liga,2223,0.22954383132006334,0.2563736297860448,0.5140825388938919,10.847278378138592,17.6,15.263877123231604,11.2
5548,2023-04-22,Sociedad,Vallecano,7.0,7.0,1.7,3.8,6.3,la_liga,2223,0.5823400632449526,0.26052055460958407,0.15713938214546339,14.001912248166587,9.4,13.841585760268908,13.4
5549,2023-04-22,Valladolid,Girona,15.0,12.0,2.51,3.56,2.95,la_liga,2223,0.3912510571080504,0.2758539756576423,0.3328949672343073,11.669385068064303,21.0,9.308768981271516,13.0
5550,2023-04-22,Real Madrid,Celta,17.0,12.0,1.4,5.6,9.0,la_liga,2223,0.7114624505928854,0.17786561264822134,0.11067193675889328,21.13795609288767,13.6,11.519020518874031,9.2
5551,2023-04-23,Elche,Valencia,7.0,5.0,4.53,3.63,1.91,la_liga,2223,0.216466070341404,0.2701353439797686,0.5133985856788273,12.375969487311501,14.0,10.997606038062456,8.8
5552,2023-04-23,Barcelona,Ath Madrid,13.0,13.0,2.02,3.56,4.4,la_liga,2223,0.4934600166334837,0.27999697573023513,0.22654300763628113,15.370291597963577,10.2,13.564810237654175,7.6
5553,2023-04-23,Mallorca,Getafe,8.0,3.0,2.42,2.9,4.0,la_liga,2223,0.4099229627535515,0.3420736447805499,0.24800339246589864,8.906156673576302,10.2,10.519153288282777,13.0
5554,2023-04-23,Sevilla,Villarreal,17.0,17.0,2.88,3.5,2.61,la_liga,2223,0.34172782977577265,0.2811931856440643,0.3770789845801629,12.250080255263487,12.8,16.03699139863749,12.8
5555,2023-04-25,Cadiz,Osasuna,20.0,6.0,2.41,3.28,3.55,la_liga,2223,0.4143138238632522,0.3044196083873286,0.28126656774941916,11.759903932931207,17.2,12.48514147690635,12.4
5556,2023-04-25,Girona,Real Madrid,13.0,18.0,5.6,4.6,1.63,la_liga,2223,0.17689803236917853,0.21535412636247822,0.6077478412683434,9.939223470675149,13.2,21.62152724004482,14.0
5557,2023-04-25,Betis,Sociedad,10.0,10.0,3.0,3.36,2.75,la_liga,2223,0.33514689880304677,0.2992383025027203,0.36561479869423286,12.970194371381563,11.2,13.262721368322001,9.2
5558,2023-04-26,Ath Madrid,Mallorca,24.0,6.0,1.46,4.5,10.0,la_liga,2223,0.6800664953906603,0.22064379628230313,0.09928970832703642,14.044532451048662,9.0,8.514037412184056,9.2
5559,2023-04-26,Getafe,Almeria,21.0,23.0,1.93,3.58,4.6,la_liga,2223,0.5105501714441613,0.2752407348847014,0.21420909367113722,8.384180079486287,12.4,10.56295649215185,15.0
5560,2023-04-26,Celta,Elche,17.0,16.0,1.36,5.4,11.0,la_liga,2223,0.7270145892489964,0.18309997062567318,0.08988544012533047,10.968509936321793,10.2,10.288909675505682,14.0
5561,2023-04-26,Vallecano,Barcelona,9.0,10.0,5.5,3.88,1.78,la_liga,2223,0.18157344017835547,0.25738503118065853,0.561041528640986,12.784123563458097,11.8,17.218036636101495,9.8
5562,2023-04-27,Valencia,Valladolid,18.0,8.0,1.79,3.91,5.1,la_liga,2223,0.5528585568176462,0.25309893010321916,0.19404251307913467,10.939315285540317,8.8,13.277648452818692,18.6
5563,2023-04-27,Villarreal,Espanol,31.0,13.0,1.64,4.2,6.2,la_liga,2223,0.6042324113606831,0.23593837015036198,0.1598292184889549,16.89151560541141,15.0,9.618789444658107,12.0
5564,2023-04-27,Ath Bilbao,Sevilla,7.0,4.0,1.84,3.76,5.0,la_liga,2223,0.5383980938416423,0.26347140762463345,0.19813049853372436,14.008717089341213,11.6,10.838268396752657,13.6
5565,2023-04-28,Osasuna,Sociedad,13.0,12.0,4.05,3.1,2.3,la_liga,2223,0.24586206896551724,0.32120689655172413,0.43293103448275866,10.97966862459441,14.0,13.333314690684048,10.4
5566,2023-04-29,Elche,Vallecano,18.0,14.0,5.25,3.75,1.92,la_liga,2223,0.194765672550213,0.2726719415702982,0.5325623858794888,13.140822923417417,14.0,12.268367287509438,11.4
5567,2023-04-29,Real Madrid,Almeria,15.0,9.0,1.18,9.3,20.0,la_liga,2223,0.8432544180184427,0.10699357131846905,0.04975201066308812,22.69314544696366,13.2,12.496171834152971,17.2
5568,2023-04-29,Barcelona,Betis,15.0,4.0,1.39,5.5,10.0,la_liga,2223,0.7185315827291135,0.1815925272715396,0.09987588999934678,15.230667596236717,9.4,13.355122639287575,12.2
5569,2023-04-30,Cadiz,Valencia,8.0,16.0,3.1,3.3,2.57,la_liga,2223,0.31790239148361943,0.2986355798785516,0.3834620286378289,13.713705815383127,15.0,10.734384619253698,7.6
5570,2023-04-30,Villarreal,Celta,9.0,14.0,1.85,4.0,4.5,la_liga,2223,0.5337286879169755,0.24684951816160122,0.21942179392142327,20.382612033541005,15.6,12.254774398621143,11.2
5571,2023-04-30,Espanol,Getafe,17.0,7.0,2.49,3.1,3.53,la_liga,2223,0.3986274074101057,0.32018782079069785,0.28118477179919643,9.544449608421962,16.6,9.076756234032775,14.8
5572,2023-04-30,Valladolid,Ath Madrid,19.0,9.0,5.5,4.2,1.69,la_liga,2223,0.17972805307269643,0.23535816473805482,0.5849137821892487,13.633926634095108,19.2,17.349313885353535,8.4
5573,2023-05-01,Mallorca,Ath Bilbao,9.0,16.0,3.75,3.07,2.34,la_liga,2223,0.26150200390953465,0.31942427187646744,0.41907372421399786,9.370051091052037,12.0,12.623073572699466,9.4
5574,2023-05-01,Sevilla,Girona,23.0,9.0,2.03,3.75,4.2,la_liga,2223,0.49390846229832075,0.26736911425749094,0.23872242344418831,9.382959065168595,12.0,9.001684670401357,13.8
5575,2023-05-02,Almeria,Elche,10.0,14.0,1.65,4.6,5.6,la_liga,2223,0.6048368161540267,0.2169523362291618,0.17821084761681147,12.037144202774371,16.0,13.956363555423156,14.4
5576,2023-05-02,Barcelona,Osasuna,21.0,7.0,1.19,9.3,23.0,la_liga,2223,0.8476759254489037,0.10846605927787045,0.04385801527322589,15.512812210119382,7.2,10.623968625671939,14.4
5577,2023-05-02,Sociedad,Real Madrid,9.0,10.0,2.65,3.55,2.95,la_liga,2223,0.37810271685170144,0.28224569004422784,0.3396515931040708,10.744134609618618,9.8,20.544382320724917,12.6
5578,2023-05-03,Valencia,Villarreal,8.0,11.0,2.85,3.64,2.65,la_liga,2223,0.3498413274095566,0.27391422613110883,0.3762444464593345,9.977733186682466,7.8,18.02139130181707,15.2
5579,2023-05-03,Ath Madrid,Cadiz,18.0,2.0,1.33,6.1,13.0,la_liga,2223,0.7573803997975226,0.1651337593001156,0.07748584090236194,16.220935672712805,11.0,13.76977665526419,16.0
5580,2023-05-03,Getafe,Celta,14.0,7.0,2.65,3.07,3.27,la_liga,2223,0.3740289643404036,0.32285887801370344,0.3031121576458928,8.459888172526053,14.8,11.791351152883337,11.4
5581,2023-05-04,Girona,Mallorca,17.0,8.0,2.23,3.36,3.97,la_liga,2223,0.44935674799815395,0.2982337940582986,0.2524094579435474,9.249742906071722,17.4,9.570407496372457,13.0
5582,2023-05-04,Sevilla,Espanol,18.0,7.0,1.91,3.76,4.7,la_liga,2223,0.522367324256738,0.26535148652403445,0.21228118921922756,11.163161118637209,11.0,10.997735925068824,15.2
5583,2023-05-04,Ath Bilbao,Betis,21.0,12.0,1.74,4.0,5.6,la_liga,2223,0.5728314238952537,0.24918166939443534,0.17798690671031098,12.462985605263722,9.4,12.929977454552937,12.6
5584,2023-05-04,Vallecano,Valladolid,16.0,7.0,1.85,3.9,4.8,la_liga,2223,0.5376992675570874,0.2550624730719518,0.20723825937096083,13.245849048868559,11.4,15.61498058274509,15.0
5585,2023-05-12,Mallorca,Cadiz,8.0,14.0,2.27,3.05,4.2,la_liga,2223,0.43768685401896296,0.32575382249935936,0.2365593234816776,8.996592114180817,14.4,10.665943939034209,17.8
5586,2023-05-13,Sociedad,Girona,18.0,13.0,1.7,4.1,5.8,la_liga,2223,0.5855700566362965,0.2427973405565132,0.17163260280719037,10.255058304110811,10.6,10.841394180833635,15.4
5587,2023-05-13,Osasuna,Almeria,18.0,8.0,2.15,3.69,3.65,la_liga,2223,0.4604694097334997,0.26829518453306894,0.2712354057334313,9.954604379430839,17.2,11.512215596025163,16.6
