,date,home_team,away_team,home_shots,away_shots,odds_h,odds_d,odds_a,league,season,prob_h,prob_d,prob_a
136,2019-12-01,Norwich,Arsenal,15.0,16.0,4.33,4.4,1.86,premier_league,1920,0.23190837012394516,0.22821891878106423,0.5398727110949906
137,2019-12-01,Wolves,Sheffield United,13.0,9.0,2.0,3.55,4.6,premier_league,1920,0.5004596996628868,0.2819491265706405,0.21759117376647255
138,2019-12-01,Leicester,Everton,16.0,11.0,1.68,4.25,5.6,premier_league,1920,0.5898681471200555,0.23317140874392783,0.17696044413601666
139,2019-12-01,Man United,Aston Villa,16.0,9.0,1.55,4.69,8.0,premier_league,1920,0.6560644873621907,0.21682301821138497,0.12711249442642444
140,2019-12-03,Crystal Palace,Bournemouth,7.0,6.0,2.34,3.52,3.45,premier_league,1920,0.4267971237585138,0.2837230879531029,0.2894797882883833
141,2019-12-03,Burnley,Man City,4.0,17.0,13.0,7.0,1.28,premier_league,1920,0.07684391080617495,0.1427101200686106,0.7804459691252144
142,2019-12-04,Chelsea,Aston Villa,25.0,9.0,1.33,6.2,11.25,premier_league,1920,0.7503348268313279,0.16095892252994617,0.08870625063872589
143,2019-12-04,Leicester,Watford,12.0,4.0,1.4,5.6,10.5,premier_league,1920,0.7228915662650602,0.18072289156626506,0.09638554216867469
144,2019-12-04,Man United,Tottenham,12.0,8.0,2.77,3.6,2.7,premier_league,1920,0.3577343491222259,0.2752567075190461,0.367008943358728
145,2019-12-04,Southampton,Norwich,14.0,10.0,1.85,4.15,4.6,premier_league,1920,0.5411381191977889,0.24123024590744807,0.21763163489476298
146,2019-12-04,Wolves,West Ham,13.0,6.0,1.82,3.85,5.05,premier_league,1920,0.5455170382009231,0.25788078169498185,0.1966021801040951
147,2019-12-04,Liverpool,Everton,11.0,12.0,1.42,5.25,9.15,premier_league,1920,0.7014258492673632,0.18971899161136296,0.10885515912127383
148,2019-12-05,Sheffield United,Newcastle,13.0,6.0,1.95,3.56,4.85,premier_league,1920,0.5128692578455689,0.28092557662889306,0.206205165525538
149,2019-12-05,Arsenal,Brighton,12.0,20.0,1.63,4.35,5.85,premier_league,1920,0.6048343969481978,0.2266390958679454,0.1685265071838568
150,2019-12-07,Everton,Chelsea,13.0,15.0,3.65,3.95,2.08,premier_league,1920,0.271823460323237,0.2511786405518519,0.47699789912491114
151,2019-12-07,Bournemouth,Liverpool,3.0,21.0,8.0,5.3,1.47,premier_league,1920,0.12576068182918756,0.18982744427047182,0.6844118739003405
152,2019-12-07,Tottenham,Burnley,13.0,7.0,1.45,5.0,9.1,premier_league,1920,0.6899689134885132,0.20009098491166882,0.10994010159981803
153,2019-12-07,Watford,Crystal Palace,13.0,3.0,2.5,3.45,3.22,premier_league,1920,0.39983443708609273,0.2897350993377483,0.3104304635761589
154,2019-12-07,Man City,Man United,22.0,11.0,1.35,6.05,11.0,premier_league,1920,0.7430150445194964,0.1657967454712926,0.09118821000921093
155,2019-12-08,Aston Villa,Leicester,15.0,23.0,4.5,4.07,1.9,premier_league,1920,0.22351002948147292,0.24712411122030173,0.5293658592982253
156,2019-12-08,Newcastle,Southampton,12.0,19.0,2.7,3.32,3.1,premier_league,1920,0.37254760008687465,0.30297545790197644,0.3244769420111489
157,2019-12-08,Norwich,Sheffield United,14.0,9.0,3.3,3.58,2.6,premier_league,1920,0.31337957039929976,0.28886943640158913,0.39775099319911117
158,2019-12-08,Brighton,Wolves,13.0,13.0,2.8,3.25,2.95,premier_league,1920,0.35578439558400593,0.3065219408108359,0.3376936636051581
159,2019-12-09,West Ham,Arsenal,11.0,10.0,3.6,4.25,2.08,premier_league,1920,0.2794991779435943,0.2367522448463387,0.48374857721006703
160,2019-12-14,Liverpool,Watford,16.0,8.0,1.2,8.2,21.0,premier_league,1920,0.8309206716850028,0.12159814707585408,0.047481181239143015
161,2019-12-14,Burnley,Newcastle,7.0,9.0,2.02,3.62,4.3,premier_league,1920,0.49315051133555526,0.2751834345021607,0.2316660541622841
162,2019-12-14,Chelsea,Bournemouth,18.0,11.0,1.28,7.0,13.0,premier_league,1920,0.7804459691252145,0.14271012006861064,0.07684391080617498
